# LBCH-2026-001 verification witness — THREE-WAY per-vector sigCheck record, post-fix.
#
# Re-measurement of the CHECKMULTISIG Schnorr billing fix (commit 06cc3a3) against BOTH reference
# engines. Supersedes nothing; it ADDS the BCHN (consensus) leg that the fix-time artifact
# LBCH-2026-001-fix-deltas.tsv lacked, which is what left the soundness direction unclosed.
#
# ENGINE / CORPUS VERSIONS
#   leanbch = ./.lake/build/bin/costprobe @ LeanBCH commit 06cc3a3, LEANBCH_SECP=native
#             (oracle banner: "native(libsecp256k1/BCHN-vendored)")
#   bchn    = legs/bchn/bchn-leg of bch-conformance, linking BCHN's own script engine built from
#             bchn-src @ 864c53ee34924cca6c6b6d96607ff2cedcdccf02 (v29.0.1), run with --mode consensus
#   libauth = @bitauth/libauth 3.1.0-next.8 at LeanBCH/optimizer/node_modules,
#             createVirtualMachineBch2026(); verify() for the verdict, evaluate().metrics for counts
#   corpus  = vmb_tests, the 11 signature families, 5,803 vectors, 4,467 metric-comparable.
#             Read from bchd-src/txscript/data/vmb_tests @ 1c26e26; all 18 family files are
#             byte-identical (cmp) to bchn-src/src/test/data/vmb_tests @ 864c53e.
#   Measured 2026-07-21.
#
# DRIVER VALIDATION (done BEFORE any use): the libauth driver reproduces the committed witness
#   conformance/evidence/LBCH-2026-001-rootcause.tsv on 0u4tu8 exactly (sigChecks 1, hashIters 22,
#   opCost 30962). The costprobe run reproduces all 1,486 rows of LBCH-2026-001-fix-deltas.tsv on
#   three independent columns (sigChecksAfter, libauthSigChecks, opCostAfter) with 0 mismatches.
#
# sigBefore is the pre-fix LeanBCH count, reconstructed from the committed fix-deltas artifact
# (which lists every vector that MOVED); vectors absent from it did not move, so before == after.
#
# HEADLINE — sigChecks, over the 4467 metric-comparable vectors:
#   vs libauth : before agree/over/under = (2229, 1912, 326)
#                after  agree/over/under = (2799, 1342, 326)
#   vs BCHN    : before agree/over/under = (1549, 2594, 324)
#                after  agree/over/under = (1759, 2384, 324)
#
# SOUNDNESS DIRECTION (LeanBCH billing LESS than consensus):
#   324 vectors bill under BCHN. ALL of them are vectors LeanBCH REJECTS
#   (leanVerdict=0) and BCHN accepts; 0 of them are new (the fix introduced none).
#   On the 1817 vectors LeanBCH ACCEPTS: under=0, agree=1547, over=270
#   — an under-bill on an accepted input is the only way a cost defect can cause a wrong ACCEPT,
#   and there are none, before or after the fix.
#   Cause of the 324: all are core.signing-serialization Schnorr-multisig vectors whose
#   locking script carries FOUR signature ops; LeanBCH errors at the first CHECKMULTISIG with a
#   non-empty dummy (the deferred branch, LeanBCH/VM/Extended.lean:228) and never executes -- hence
#   never bills -- the remaining three. Deferral of EXECUTION, not a billing error.
#
# MULTISIG PARTITION (the families named *.multisig.*): comparable=1367, verdict-agreeing-with-libauth=1155
#   vs libauth, verdict-agreeing: before (333, 820, 2) -> after (477, 676, 2)  (agree/over/under)
#   The historical "2,617 verdict-agreeing multisig vectors / 1,255 / 1,360 / 2" is NOT reproducible:
#   the multisig families supply only 1908 vectors in total (1367 comparable), and a search over 11
#   candidate partitions x {libauth,bchn} x {before,after} found NO combination yielding that triple.
#   Its "under = 2" column DOES reproduce exactly: 0u4tu8 and g8xdap, both m-of-15, both LeanBCH 0 /
#   libauth 1 / BCHN 0 -- i.e. LeanBCH matches CONSENSUS and libauth is the outlier (LBCH-2026-003).
#
# columns: sigBefore/sigAfter = LeanBCH pre/post fix; sigLibauth, sigBchn = reference engines.
# leanVerdict: 1=accept 0=reject. bchnOutcome: BCHN's accept/reject. expected: corpus polarity.
vectorId	family	variant	expected	leanVerdict	bchnOutcome	sigBefore	sigAfter	sigLibauth	sigBchn	opCostAfter
r3wv5j	core.data-signatures	standard	1	1	accept	1	1	1	1	27786
r4rerr	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27825
r54mkc	core.data-signatures	standard	1	1	accept	1	1	1	1	27429
r554kd	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
r5f5fw	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28972
r60mtz	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136493
r75grm	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29465
r799jq	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188951
r79fqj	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27674
r7axn8	core.data-signatures	standard	1	1	accept	1	1	1	1	26779
r7d6t8	core.signature-checking.multisig.m-of-20	standard	1	0	accept	20	2	2	2	56060
r7meap	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
r7yfmq	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109801
r8kzw5	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108436
r8xrd7	core.signing-serialization	standard	1	1	accept	4	4	4	4	108412
r8zlng	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28641
r98y4g	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54516
r98zy2	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28602
r99lf9	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
ra5vu7	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189212
ra6umr	core.signing-serialization	standard	1	1	accept	4	4	4	4	108881
ra766h	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27913
raqqky	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189180
rc0yxf	core.signing-serialization	standard	1	1	accept	4	4	4	4	107790
rc5mk4	core.data-signatures	standard	1	1	accept	1	1	1	1	27514
rca7m8	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29502
rccuxt	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54523
rcrtjq	core.signature-checking.multisig.m-of-20	standard	1	1	accept	20	20	20	20	527115
rcv6da	core.signing-serialization	standard	1	0	accept	2	1	4	4	28996
rcw5ks	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
rdcfzs	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54517
rdmjjq	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54547
rdmxl9	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53947
rdpchq	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
rdywjt	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	2	0	59080
rets3k	core.data-signatures	standard	1	1	accept	1	1	1	1	27382
rexmu9	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108412
rezncy	core.signing-serialization	standard	1	1	accept	8	8	8	8	215321
rf2m8k	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
rf4uts	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27990
rf72sz	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
rfe323	core.data-signatures	standard	1	1	accept	1	1	1	1	27632
rflr7n	core.signing-serialization	standard	1	1	accept	4	4	4	4	109572
rfuk0t	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
rfukq3	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27889
rfx6st	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
rgj275	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54516
rgng5v	core.data-signatures	standard	1	1	accept	1	1	1	1	27625
rgpalt	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109100
rgqxdg	core.signing-serialization	standard	1	0	accept	2	1	4	4	28996
rh2vcm	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108412
rh7hux	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
rjmtl4	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109105
rjpcvp	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136293
rjxflr	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28972
rkhzv0	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29465
rkk6fh	core.signing-serialization	standard	1	1	accept	6	6	6	6	162687
rkljak	core.signing-serialization	standard	1	1	accept	4	4	4	4	108641
rkmn5v	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
rkmrly	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27877
rl2de2	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189175
rlf02f	core.signing-serialization	standard	1	1	accept	6	6	6	6	161833
rlneq5	core.signing-serialization	standard	1	0	accept	2	1	4	4	29092
rm22kg	core.signing-serialization	standard	1	1	accept	6	6	6	6	161609
rm6eyr	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54547
rmssaq	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189151
rn5vlr	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109801
rnf6nf	core.signing-serialization	standard	1	1	accept	4	4	4	4	107790
rnm9c9	core.signing-serialization	standard	1	0	accept	3	1	4	4	29489
rnq3uy	core.data-signatures	standard	1	1	accept	1	1	1	1	26892
rnzada	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59104
rpxe68	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	0	0	56049
rq0e2m	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54516
rq8su2	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27918
rqp6ez	core.data-signatures	standard	1	1	accept	1	1	1	1	27535
rqt0f8	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136530
rqv43s	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
rqzzhz	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
rrfnqk	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
rrj2jy	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	2	0	59104
rrn4jg	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
rrywvf	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27891
rsv27u	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	2	0	59104
rt3wrq	core.data-signatures	standard	1	1	accept	1	1	1	1	27247
rt4umf	core.signing-serialization	standard	1	1	accept	4	4	4	4	107797
rtdu8f	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
rth84m	core.data-signatures	standard	1	1	accept	1	1	1	1	26905
rtq7mv	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29129
rtrv59	core.signing-serialization	standard	1	1	accept	8	8	8	8	215121
rtxmxs	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
rufk0d	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28972
rursfm	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
rv364x	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
rvhhma	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
rvk67n	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136498
rw6824	core.signing-serialization	standard	1	0	accept	3	1	4	4	29470
rw7ewy	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	30868
rwnd46	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
rx950d	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136269
rxdmmm	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80547
rxmphy	core.signing-serialization	standard	1	1	accept	4	4	4	4	108434
ryah90	core.signing-serialization	standard	1	0	accept	2	1	4	4	28996
rygt8z	core.signing-serialization	standard	1	1	accept	4	4	4	4	107760
ryjs9c	core.signing-serialization	standard	1	1	accept	6	6	6	6	162458
ryn5sh	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28972
rypwhs	core.signing-serialization	standard	1	1	accept	4	4	4	4	109833
rysjzj	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54541
ryycxp	core.signing-serialization	standard	1	1	accept	6	6	6	6	162439
rzapj2	core.data-signatures	standard	1	1	accept	1	1	1	1	27429
rzkxem	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
rzl6dw	core.signing-serialization	standard	1	0	accept	2	1	4	4	29092
s00zck	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
s0cta8	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189217
s0s5y3	core.signing-serialization	standard	1	1	accept	4	4	4	4	109796
s20wqr	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27913
s26tsj	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
s2qy88	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
s2zad5	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28602
s363kt	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
s38035	core.signing-serialization	standard	1	1	accept	4	4	4	4	107827
s38nl3	core.data-signatures	standard	1	1	accept	1	1	1	1	27484
s3ec3g	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
s3m7w9	core.data-signatures	standard	1	1	accept	1	1	1	1	27535
s4d8y9	core.signing-serialization	invalid	0	1	reject	6	6	0	0	162724
s5759z	core.signing-serialization	invalid	0	1	reject	8	8	0	0	215340
s5mju3	core.signing-serialization	invalid	0	1	reject	6	6	0	0	161870
s5rwg8	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136274
s60ddr	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27845
s6vluk	core.signing-serialization	standard	1	0	accept	3	1	4	4	29393
s7fqve	core.signing-serialization	standard	1	1	accept	8	8	8	8	215340
s7frsp	core.signing-serialization	standard	1	1	accept	4	4	4	4	109577
s7lnts	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189185
s7rgwn	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
s7wfsw	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
s7x7cd	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	53703
s8man9	core.data-signatures	standard	1	1	accept	1	1	1	1	27543
s8mqmf	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
s8ph9y	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
s8xfud	core.signing-serialization	standard	1	1	accept	8	8	8	8	214130
s8zuvq	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108436
s92k6d	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27877
s92p23	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27992
s9cvuz	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53817
s9gyry	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107792
s9qrvz	core.signing-serialization	standard	1	1	accept	8	8	8	8	214135
s9uhks	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28508
s9xqta	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
sa0yth	core.signing-serialization	standard	1	1	accept	8	8	8	8	215345
saufrl	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	53096
saylkd	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136298
scdthk	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27906
scezfg	core.data-signatures	standard	1	1	accept	1	1	1	1	27506
scnvgl	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27906
scp73w	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	53067
sctlr8	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	28049
sd0qqt	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189151
sd66v4	core.data-signatures	standard	1	1	accept	1	1	1	1	27415
sdah4m	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28641
sdjg94	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54516
sdmcyy	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
sdvhy8	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28972
sehlq9	core.signing-serialization	standard	1	1	accept	4	4	4	4	107790
setezd	core.data-signatures	standard	1	1	accept	1	1	1	1	27431
sex378	core.data-signatures	standard	1	1	accept	1	1	1	1	27533
sey2nd	core.signing-serialization	standard	1	1	accept	6	6	6	6	162663
sf4ms2	core.data-signatures	standard	1	1	accept	1	1	1	1	26925
sf5g49	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80547
sf6e9f	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136274
sfph5z	core.data-signatures	standard	1	1	accept	1	1	1	1	27521
sfqanv	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80545
sfv3ph	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	0	0	30862
sfy3zk	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	27928
sg9dzy	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53673
sgh4m4	core.signing-serialization	standard	1	1	accept	4	4	4	4	109577
sgp80j	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29068
sgpyal	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
sgxe4t	core.signing-serialization	standard	1	1	accept	6	6	6	6	162663
sh24zw	core.data-signatures	standard	1	1	accept	1	1	1	1	27437
sh5t49	core.signing-serialization	standard	1	1	accept	8	8	8	8	215321
shhh2m	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59104
shkqq3	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28617
shxlyq	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
sj54sk	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
sj6pjn	core.data-signatures	standard	1	1	accept	1	1	1	1	27523
sjt6q0	core.signing-serialization	standard	1	0	accept	1	1	4	4	28471
sk5u6w	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
skh2jr	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54534
skm0vg	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
skvrmy	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
skvurv	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28602
skxgkf	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27845
skz84k	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28972
skzw0z	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
sl4q4y	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	56060
sldldc	core.data-signatures	standard	1	1	accept	1	1	1	1	28521
slw97c	core.signing-serialization	standard	1	1	accept	4	4	4	4	109105
sm4ft5	core.signing-serialization	standard	1	1	accept	8	8	8	8	214135
smm2ff	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	28055
smn26z	core.data-signatures	standard	1	1	accept	1	1	1	1	27401
smplpy	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136493
smvmcp	core.signing-serialization	standard	1	1	accept	6	6	6	6	162663
sn5pp3	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54517
snpzq2	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
snqczl	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79783
snynk3	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54517
sp4q2p	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	0	0	30862
sp8603	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
spcc0e	core.signing-serialization	standard	1	0	accept	3	1	4	4	29494
spjk90	core.signing-serialization	standard	1	1	accept	4	4	4	4	108447
spm2kn	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109820
spye9e	core.signing-serialization	standard	1	1	accept	8	8	8	8	215340
sq2sry	core.signing-serialization	standard	1	0	accept	3	1	4	4	29393
sqd9gd	core.data-signatures	standard	1	1	accept	1	1	1	1	27381
sqnqmv	core.signing-serialization	standard	1	0	accept	3	1	4	4	29489
sqvgwe	core.signature-checking.multisig.m-of-20	standard	1	0	accept	20	9	9	9	248531
sqz2ua	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29068
srd6zh	core.signing-serialization	standard	1	1	accept	8	8	8	8	214135
srmf6p	core.signing-serialization	invalid	0	1	reject	6	6	0	0	162663
srue73	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108412
ss2fl8	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
sszdw8	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80516
st7lna	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	2	0	59080
st7nud	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136274
stfna8	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27952
su2xll	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
su407c	core.signing-serialization	standard	1	1	accept	4	4	4	4	108434
surmxr	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54524
sutftt	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
suu3em	core.signature-checking.multisig.m-of-3	standard	1	1	accept	3	3	3	3	79785
sv5kzl	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
sv60pk	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27891
svs8gx	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
sw9wen	core.data-signatures	standard	1	1	accept	1	1	1	1	27405
swkqf9	core.signing-serialization	standard	1	1	accept	4	4	4	4	109100
swqgnl	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29369
swt5f7	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28628
sx7cjr	core.data-signatures	standard	1	1	accept	1	1	1	1	27381
sxjf4s	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27889
sxw2sz	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
sxzjk5	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80540
sykyh4	core.signing-serialization	standard	1	1	accept	6	6	6	6	161609
syq8af	core.data-signatures	standard	1	1	accept	1	1	1	1	26919
syrzxs	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
szpnny	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54516
szpt0d	core.signing-serialization	standard	1	1	accept	4	4	4	4	108439
t027uf	core.signing-serialization	standard	1	1	accept	6	6	6	6	162434
t05ak3	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27889
t0ju56	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
t0mdhn	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28506
t0z6jt	core.benchmarks.signature-checking.p2pk	standard	1	1	accept	1	1	1	1	26719
t2ffsw	core.data-signatures	standard	1	1	accept	1	1	1	1	27438
t2gr83	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80546
t2kc3h	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27992
t2p90t	core.data-signatures	standard	1	1	accept	1	1	1	1	27511
t2pzrl	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27901
t2uccl	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28639
t2vsem	core.signing-serialization	standard	1	0	accept	2	1	4	4	29097
t2w5d4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54547
t2zpqe	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53928
t3ft07	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
t3svfy	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28580
t3udkc	core.signing-serialization	standard	1	1	accept	4	4	4	4	109110
t473ul	core.data-signatures	standard	1	1	accept	1	1	1	1	27547
t4hysu	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
t4qnke	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59118
t4t90w	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	8	0	0	221519
t50djz	core.signing-serialization	standard	1	1	accept	4	4	4	4	108410
t56l8h	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136522
t5cjj0	core.signing-serialization	standard	1	1	accept	4	4	4	4	108876
t5duzh	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
t5ekk9	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54522
t64pwq	core.signing-serialization	standard	1	1	accept	4	4	4	4	108881
t65axa	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
t6e0xv	core.signing-serialization	standard	1	1	accept	4	4	4	4	108436
t6gqvv	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80533
t6t2nk	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79783
t6tarp	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54523
t6ux4p	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27946
t72e50	core.data-signatures	standard	1	1	accept	1	1	1	1	26878
t77vqn	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27889
t7afw8	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189151
t7epn0	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	3	0	80523
t7qzmj	core.signing-serialization	standard	1	1	accept	6	6	6	6	162658
t7vqk8	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
t7wyfp	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29068
t87zj9	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27824
t8epp3	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54517
t8ux97	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29068
t97ewu	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
t9mcyh	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	53951
t9q94q	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
t9sk3z	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54548
t9t40m	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28567
t9t8cu	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28596
ta5ps4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54516
tar82w	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108447
taw8ye	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
tazt6m	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
tc0mj7	core.signing-serialization	standard	1	0	accept	1	1	4	4	28471
tc8chc	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188932
tcmwpt	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	27924
tcs4uv	core.signing-serialization	standard	1	1	accept	4	4	4	4	109806
tczgnv	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
td7q6u	core.data-signatures	standard	1	1	accept	1	1	1	1	27426
tdetpw	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54548
tdkvm6	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188956
tdm4u4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
