# LBCH-2026-001 fix witness — per-vector sigCheck deltas from the CHECKMULTISIG Schnorr billing fix.
# Every vector whose LeanBCH signatureCheckCount MOVED, over the 11 signature families of the
# official BCH vmb_test corpus (5,803 vectors; 4,467 reach a comparable metric total).
#
# Sources: corpus  = bchn-src/src/test/data/vmb_tests @ 864c53e (BCHN v29.0.1)
#          leanbch = ./.lake/build/bin/costprobe, LEANBCH_SECP=native, this commit vs parent a8b7682
#          libauth = @bitauth/libauth 3.1.0-next.8 at LeanBCH/optimizer/node_modules,
#                    createVirtualMachineBch2026().evaluate() — driver validated against the
#                    committed 0u4tu8 witness (libauth sigChecks 1, hashIters 22: reproduced exactly).
# Measured 2026-07-21.
#
# Direction: sigChecksAfter <= sigChecksBefore on EVERY vector (0 increases corpus-wide).
# Non-sig metrics (evaluatedInstructionCount / hashDigestIterations / arithmeticCost /
# stackPushedBytes) and all verdicts are UNCHANGED on all 4,467 vectors.
#
# NOTE on libauthSigChecks: this is libauth's WHOLE-INPUT total. Where it exceeds LeanBCH's by a
# wide margin the cause is the still-DEFERRED Schnorr-multisig execution branch
# (LeanBCH/VM/Extended.lean:228): LeanBCH errors at the first Schnorr CHECKMULTISIG and never
# executes the input's remaining signature ops, so their checks are never billed. All 216 vectors
# whose libauth-relative under-bill DEEPENED are vectors LeanBCH REJECTS for that reason.
vectorId	family	sigChecksBefore	sigChecksAfter	libauthSigChecks	opCostBefore	opCostAfter
trjls9	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
tt43k6	core.signing-serialization	3	1	1	81489	29489
tt7gvw	core.signature-checking.multisig.m-of-3	3	1	1	80025	28025
tw28sg	core.signing-serialization	3	1	4	81393	29393
twlq8n	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
twxsve	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
tyvjs5	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
tzan05	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
tzjkhk	core.signature-checking.multisig.m-of-3	3	2	1	80547	54547
tzmgg8	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
tzq2tx	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
tzsj0c	core.signing-serialization	2	1	1	55068	29068
u25utu	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
u3nj09	core.signing-serialization	2	1	1	54972	28972
u44x32	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
u66mej	core.signing-serialization	2	1	1	54996	28996
u6cddd	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
u7ur2w	core.signing-serialization	3	1	1	81465	29465
u8wqle	core.signature-checking.multisig.m-of-15	15	1	1	394862	30862
u95ev7	core.signature-checking.multisig.m-of-3	3	2	0	80547	54547
u9kprz	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
uc5xld	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
uc99lt	core.signing-serialization	3	1	4	81369	29369
ucy8vs	core.signing-serialization	3	1	0	81526	29526
udm2dd	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
ug2s67	core.signing-serialization	2	1	0	55129	29129
uh8wep	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
uhh0s7	core.signing-serialization	3	1	4	81393	29393
uhr6hv	core.signature-checking.multisig.m-of-20	20	2	1	527080	59080
ujjqja	core.signing-serialization	2	1	4	55129	29129
ukex4z	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
ukjxmq	core.signing-serialization	2	1	4	54972	28972
ukkv0t	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
uldcmp	core.signing-serialization	3	1	1	81465	29465
um49p4	core.signature-checking.multisig.pubkey-validation	2	1	0	53929	27929
umcvp3	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
umh58u	core.signing-serialization	2	1	4	54972	28972
unvcqx	core.signing-serialization	2	1	1	54996	28996
unw0ex	core.signature-checking.multisig.m-of-3	3	2	1	80516	54516
uq53xp	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
uqejkf	core.signing-serialization	3	1	4	81489	29489
uqqqe4	core.signature-checking.multisig.m-of-15	15	1	1	394892	30892
urkzcy	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
urtzp3	core.signing-serialization	2	1	0	55092	29092
usgxvj	core.signing-serialization	3	1	1	81489	29489
uyey3n	core.signing-serialization	2	1	0	55068	29068
uyngmr	core.signature-checking.multisig.m-of-15	15	1	1	394892	30892
uyq7dh	core.signing-serialization	3	1	1	81393	29393
uyuuhw	core.signature-checking.multisig.pubkey-validation	2	1	1	53824	27824
v0aj7l	core.signature-checking.multisig.pubkey-validation	2	1	1	53924	27924
v0j4dx	core.signing-serialization	2	1	1	55092	29092
v0qly9	core.signing-serialization	3	1	0	81489	29489
v2982n	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
v2gyf0	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
v37g88	core.signing-serialization	3	1	0	81489	29489
v3mwde	core.signing-serialization	3	1	1	81369	29369
v4sdqz	core.signing-serialization	3	1	1	81393	29393
v5t47v	core.signing-serialization	2	1	4	54972	28972
v63zja	core.signature-checking.multisig.pubkey-validation	2	1	1	53946	27946
v69n7g	core.signature-checking.multisig.pubkey-validation	2	1	0	53955	27955
v6ry34	core.signing-serialization	2	1	1	55068	29068
v78mah	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
v7m36k	core.signing-serialization	3	1	1	81494	29494
v8295l	core.signing-serialization	3	1	1	81489	29489
v82g2a	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
v8ga3x	core.signing-serialization	3	1	4	81369	29369
v8w6hz	core.signing-serialization	3	1	4	81393	29393
v8wklw	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
v9j6tv	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
v9kp6e	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
va28n9	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
vaknhw	core.signing-serialization	2	1	0	55092	29092
vcm2e9	core.signing-serialization	3	1	1	81369	29369
vd32w0	core.signature-checking.multisig.m-of-20	20	2	0	524060	56060
vdfdrj	core.signature-checking.multisig.m-of-3	3	2	0	80523	54523
vdsmku	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
vdwpup	core.signing-serialization	3	1	4	81489	29489
vez6c0	core.signature-checking.multisig.m-of-15	15	1	1	394868	30868
vfvw7a	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
vfy62g	core.signing-serialization	2	1	0	55092	29092
vgsnqg	core.signing-serialization	2	1	4	55097	29097
vgyd34	core.signature-checking.multisig.m-of-15	15	1	1	394892	30892
vhp0qa	core.signature-checking.multisig.m-of-20	20	2	2	527080	59080
vhprf6	core.signature-checking.multisig.m-of-20	20	8	0	533444	221444
vj0zlz	core.signature-checking.multisig.pubkey-validation	2	1	1	53922	27922
vj3r8e	core.signing-serialization	2	1	4	54972	28972
vlyd05	core.signing-serialization	3	1	4	81526	29526
vmd95s	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
vpt5qn	core.signature-checking.multisig.m-of-3	3	2	1	80540	54540
vqkwzx	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
vra3u7	core.signature-checking.multisig.m-of-3	3	2	0	80546	54546
vsu6ur	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
vt8sx2	core.signing-serialization	2	1	0	55105	29105
vtkjnx	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
vucqf2	core.signing-serialization	2	1	0	55092	29092
vue7yz	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
vvcfqr	core.signature-checking.multisig.m-of-3	3	2	0	80547	54547
vvg850	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
vvxgr7	core.signing-serialization	3	1	1	81369	29369
vxc387	core.signing-serialization	3	1	4	81470	29470
vxczpx	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
vxs96q	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
vyq0qe	core.signing-serialization	3	1	4	81494	29494
vzjp4e	core.signing-serialization	2	1	1	54996	28996
vzq7gt	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
vzqu00	core.signature-checking.multisig.pubkey-validation	2	1	0	53704	27704
vzrhrm	core.signature-checking.multisig.pubkey-validation	2	1	1	53929	27929
vzs4lt	core.signature-checking.multisig.m-of-3	3	2	0	80522	54522
vzww45	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
vzyeeg	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
w09rcv	core.signing-serialization	3	1	1	81465	29465
w0x57n	core.signing-serialization	2	1	0	55068	29068
w0y48a	core.signature-checking.multisig.pubkey-validation	2	1	1	53698	27698
w32esg	core.signing-serialization	2	1	4	55092	29092
w3df0r	core.signing-serialization	3	1	1	81470	29470
w3hsga	core.signing-serialization	3	1	0	81526	29526
w3l0md	core.signature-checking.multisig.pubkey-validation	2	1	0	53955	27955
w4cn8u	core.signature-checking.multisig.m-of-3	3	2	1	80547	54547
w6x8qs	core.signature-checking.multisig.m-of-3	3	2	1	80540	54540
w7c47y	core.signature-checking.multisig.m-of-20	20	2	0	524036	56036
w8d8wt	core.signature-checking.multisig.m-of-20	20	2	1	524036	56036
w9reug	core.signing-serialization	2	1	4	54972	28972
waxpgq	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
wcfsz7	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
wck0pj	core.signing-serialization	2	1	0	55068	29068
wdsgra	core.signing-serialization	3	1	4	81369	29369
weexws	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
wgaf53	core.signing-serialization	3	1	4	81470	29470
wggtfn	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
wh23he	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
wk3dfe	core.signing-serialization	2	1	1	55105	29105
wkuqfk	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
wldqkp	core.signing-serialization	2	1	4	55068	29068
wlexfq	core.signature-checking.multisig.m-of-3	3	2	1	80524	54524
wlgmkz	core.signing-serialization	2	1	4	54972	28972
wmgkmm	core.signing-serialization	3	1	0	81465	29465
wmrg8z	core.signature-checking.multisig.m-of-3	3	1	1	80032	28032
wnhfp2	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
wp7t8j	core.signing-serialization	3	1	1	81470	29470
wqfxwv	core.signing-serialization	3	1	4	81393	29393
wqtz5a	core.signing-serialization	2	1	0	55092	29092
wqy7k5	core.signature-checking.multisig.m-of-15	15	1	1	394886	30886
wr7euv	core.signature-checking.multisig.m-of-15	15	1	1	394886	30886
wv6vu5	core.signature-checking.multisig.m-of-20	20	2	1	527080	59080
wvphmc	core.signature-checking.multisig.m-of-15	15	1	0	394868	30868
wwnp3x	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
wwwk99	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
wxd7kp	core.signing-serialization	3	1	4	81369	29369
wxgeul	core.signing-serialization	2	1	1	55092	29092
wxtpcj	core.signature-checking.multisig.m-of-20	20	9	1	534566	248566
wzq36n	core.signature-checking.multisig.m-of-15	15	1	1	394868	30868
x0xhqk	core.signing-serialization	2	1	4	54972	28972
x0zlfw	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
x22mr5	core.signing-serialization	2	1	4	54996	28996
x4atfj	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
x4pdd9	core.signing-serialization	3	1	0	81465	29465
x5p2j8	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
x5sj6e	core.signature-checking.multisig.m-of-15	15	1	1	394862	30862
x5tj25	core.signing-serialization	2	1	4	55073	29073
x5yzjr	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
x6uqs6	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
x80g6c	core.signing-serialization	2	1	0	55092	29092
x8rcc8	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
xade5w	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
xakr7h	core.signature-checking.multisig.m-of-20	20	2	2	527080	59080
xal0fd	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
xaw9xn	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
xcfanr	core.signature-checking.multisig.m-of-15	15	1	1	394862	30862
xd28hj	core.signing-serialization	3	1	4	81465	29465
xd4sju	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
xd684m	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
xdk49t	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
xe5t58	core.signature-checking.multisig.m-of-15	15	1	1	394862	30862
xed8n0	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
xeq2hp	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
xfgu06	core.signature-checking.multisig.m-of-3	3	2	1	80516	54516
xfy36k	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
xh3aef	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
xj8hkh	core.signing-serialization	2	1	4	54972	28972
xjglx8	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
xjlevx	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
xkuupk	core.signing-serialization	3	1	1	81489	29489
xl20zu	core.signing-serialization	2	1	0	55105	29105
xmem50	core.signing-serialization	2	1	0	55092	29092
xmg35s	core.signature-checking.multisig.m-of-3	3	2	1	80523	54523
xmvw5s	core.signature-checking.multisig.m-of-3	3	2	1	80534	54534
xnrl33	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
xq8lnd	core.signing-serialization	2	1	4	55092	29092
xqwkgp	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
xrwq9u	core.signing-serialization	2	1	4	55092	29092
xsglne	core.signature-checking.multisig.m-of-3	3	2	2	80510	54510
xtcs6t	core.signature-checking.multisig.pubkey-validation	2	1	1	53818	27818
xu07l7	core.signature-checking.multisig.m-of-3	3	2	0	80548	54548
xucym2	core.signing-serialization	3	1	4	81489	29489
xvm389	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
xvqphx	core.signing-serialization	3	1	4	81369	29369
xxpnyz	core.signing-serialization	3	1	4	81502	29502
xy6yn2	core.signing-serialization	2	1	4	55068	29068
xz07fg	core.signature-checking.multisig.m-of-20	20	2	1	527080	59080
xz8jry	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
xzyx2m	core.signing-serialization	3	1	1	81465	29465
y025j6	core.signature-checking.multisig.m-of-20	20	2	2	527104	59104
y0k55z	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
y3q6pg	core.signing-serialization	2	1	4	55068	29068
y3uy2n	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
y3x3c7	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
y5aaql	core.signing-serialization	3	1	1	81393	29393
y5aplq	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
y6ax9f	core.signature-checking.multisig.m-of-3	3	2	1	80547	54547
y8l7r6	core.signature-checking.multisig.m-of-3	3	2	2	80534	54534
y987wt	core.signature-checking.multisig.m-of-15	15	1	0	394886	30886
y9zcpm	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
ya3sg7	core.signing-serialization	2	1	1	54996	28996
yadhuc	core.signing-serialization	3	1	0	81489	29489
yaulqp	core.signature-checking.multisig.m-of-3	3	2	1	80547	54547
yd8zp6	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
ydphxk	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
ydqvqt	core.signature-checking.multisig.pubkey-validation	2	1	1	53928	27928
yeawnv	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
yfegw4	core.signature-checking.multisig.m-of-3	3	2	0	80547	54547
ygwhv5	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
yhh7jv	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
yjhx2n	core.signature-checking.multisig.m-of-20	20	2	1	527080	59080
ykkxm5	core.signing-serialization	2	1	0	55105	29105
yksmtk	core.signing-serialization	3	1	1	81489	29489
ykw0p0	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
ylgjer	core.signing-serialization	3	1	0	81465	29465
ylpmax	core.signing-serialization	2	1	4	55097	29097
ym9uql	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
yma5sa	core.signing-serialization	2	1	1	55092	29092
ynlttv	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
ypv828	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
yq0mc3	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
yq4232	core.signature-checking.multisig.pubkey-validation	2	1	1	53953	27953
yrhjma	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
ys65q8	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
ysawg9	core.signing-serialization	3	1	4	81393	29393
yslyax	core.signature-checking.multisig.m-of-15	15	1	0	394892	30892
yt6kvl	core.signature-checking.multisig.m-of-20	20	9	9	534507	248507
ytphln	core.signature-checking.multisig.m-of-3	3	1	1	80055	28055
ytr5a6	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
ywp6y2	core.signature-checking.multisig.pubkey-validation	2	1	0	53698	27698
yx466v	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
yxex54	core.signature-checking.multisig.m-of-3	3	2	0	80524	54524
yxvux0	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
yynzwh	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
yz390j	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
yzsxlm	core.signing-serialization	3	1	0	81465	29465
z24uvm	core.signing-serialization	3	1	0	81489	29489
z2ma9g	core.signature-checking.multisig.m-of-15	15	1	1	394868	30868
z2mpx6	core.signature-checking.multisig.m-of-15	15	1	0	394862	30862
z3pz5x	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
z40ar2	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
z44x05	core.signing-serialization	2	1	4	54972	28972
z4frfp	core.signature-checking.multisig.m-of-20	20	2	2	524855	56855
z5djxr	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
z5v25w	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
z7zn79	core.signature-checking.multisig.m-of-3	3	2	2	80534	54534
z9mad6	core.signing-serialization	3	1	1	81393	29393
zagelr	core.signing-serialization	3	1	1	81369	29369
zc3g62	core.signing-serialization	3	1	4	81369	29369
zch3zf	core.signature-checking.multisig.m-of-3	3	1	1	80025	28025
zd9fza	core.signing-serialization	3	1	1	81489	29489
zd9xvv	core.signature-checking.multisig.m-of-3	3	2	2	80534	54534
zdg9wd	core.signing-serialization	2	1	4	54972	28972
zdhxl8	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
ze5w0k	core.signing-serialization	3	1	4	81393	29393
ze6nhq	core.signing-serialization	2	1	4	54996	28996
ze7jsp	core.signing-serialization	2	1	0	55068	29068
zehk00	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
zesx7z	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
zf4ezh	core.signature-checking.multisig.m-of-3	3	2	0	80522	54522
zf7vmu	core.signature-checking.multisig.m-of-15	15	1	1	394886	30886
zf9d7p	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
zg6u3u	core.signature-checking.multisig.m-of-3	3	2	0	80547	54547
zj0zg4	core.signing-serialization	2	1	4	54972	28972
zjv9dh	core.signature-checking.multisig.m-of-20	20	2	2	524855	56855
zm7m3t	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
zme35x	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
znjuve	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
zny5rw	core.signature-checking.multisig.m-of-3	3	2	0	80524	54524
zpj7ex	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
zrlwk3	core.signing-serialization	2	1	4	55068	29068
ztma0v	core.signing-serialization	3	1	1	81489	29489
ztuq9t	core.signature-checking.multisig.pubkey-validation	2	1	0	53698	27698
zu3aj2	core.signing-serialization	2	1	4	54996	28996
zv2jdp	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
zwcu2k	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
zwcz7d	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
zwhfa3	core.signing-serialization	3	1	1	81526	29526
zx67vu	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
zxmgeq	core.signing-serialization	2	1	4	54996	28996
zxyr0l	core.signing-serialization	2	1	4	55092	29092
zy33pk	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
zy4eu7	core.signing-serialization	3	1	1	81393	29393
zy5pua	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
zzxxpt	core.signing-serialization	3	1	4	81465	29465
